,index_left,N_,ENDERECO,BAIRRO,CIDADE,NUCLEO,PROTOCOLO,SECRETARIA,DATA,DATA_ATEND,HORA,FLAGRANTE,MODIFICADO,ORIGINAL,NATUREZA,date,score,hex,NOME,geometry
689,1992.0,2055.0,"R. DOUTOR LUIZ LOSSO FILHO, 1",NOVO MUNDO,CURITIBA,Pinheirinho,21711/2017,SMDS,23-12-2017,2017-12-23,08:00:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,2004.0,2067.0,"R. BALDUR MAGNUS GRUBBA, 2443",NOVO MUNDO,CURITIBA,Pinheirinho,21644/2017,SMDS,22-12-2017,2017-12-22,20:45:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,2010.0,2073.0,"R. ITACOLOMI, 2151",FAZENDINHA,CURITIBA,Portao,21634/2017,SMDS,22-12-2017,2017-12-22,20:14:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,2027.0,2090.0,"R. CAROLIONA CASTELLI, 86",NOVO MUNDO,CURITIBA,Pinheirinho,03730/2018,SMDS,04-03-2018,2018-03-04,00:25:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,2043.0,2106.0,"R. ARISTIDES BORSATO, 56",FAZENDINHA,CURITIBA,Portao,03712/2018,SMDS,03-03-2018,2018-03-03,20:10:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
690,222.0,226.0,"R. VEREADOR ELIAS KARAM, 842",FAZENDINHA,CURITIBA,Portao,21849/2009,SMDS,20-11-2009,2009-11-20,00:30:00,NÃO,,,Alagamento,2020 -07 -20,100,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
690,539.0,558.0,"R. JACOBE SCUISSIATTO, 249",FAZENDINHA,CURITIBA,Portao,18081/2009,SMDS,28-09-2009,2009-09-28,13:41:00,NÃO,NOME,"R. JACOB SCUISSIATTO, 249",Alagamento,2020 -07 -20,100,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
690,904.0,939.0,"R. JOÃO CAXAMBÚ, 111",FAZENDINHA,CURITIBA,Portao,09779/2017,SMDS,06-06-2017,2017-06-06,19:59:00,NÃO,,,Alagamento,2020 -07 -20,100,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
690,938.0,976.0,"R. VIRIATO CORREA, 858",FAZENDINHA,CURITIBA,Portao,07516/2010,SMDS,07-05-2010,2010-05-07,21:41:00,NÃO,,,Alagamento,2020 -07 -20,100,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
690,1266.0,1313.0,"R. ARNALDO THÁ, 1004",FAZENDINHA,CURITIBA,Portao,03412/2011,SMDS,14-02-2011,2011-02-14,21:30:00,NÃO,,,Alagamento,2020 -07 -20,100,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
690,1273.0,1320.0,"R. FERNANDO DE SOUZA COSTA, 1065",FAZENDINHA,CURITIBA,Portao,03406/2011,SMDS,14-02-2011,2011-02-14,21:02:00,NÃO,,,Alagamento,2020 -07 -20,100,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
690,1274.0,1321.0,"R. VEREADOR ELIAS KARAM, 1060",PORTÃO,CURITIBA,Portao,03404/2011,SMDS,14-02-2011,2011-02-14,20:58:00,NÃO,,,Alagamento,2020 -07 -20,100,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
690,1530.0,1586.0,"R. MARCOS BAGGIO, 50",FAZENDINHA,CURITIBA,Portao,02229/2011,SMDS,30-01-2011,2011-01-30,01:30:00,NÃO,,,Alagamento,2020 -07 -20,100,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
690,1936.0,1999.0,"R. ARTHUR MARTINS FRANCO, 3250",PORTÃO,CURITIBA,Portao,00102/2009,SMDS,03-01-2009,2009-01-03,17:07:00,NÃO,,,Alagamento,2020 -07 -20,100,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
690,1941.0,2004.0,"R. PINHEIRO MACHADO, 210",FAZENDINHA,CURITIBA,Portao,00097/2009,SMDS,02-01-2009,2009-01-02,16:51:00,NÃO,,,Alagamento,2020 -07 -20,100,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
691,222.0,226.0,"R. VEREADOR ELIAS KARAM, 842",FAZENDINHA,CURITIBA,Portao,21849/2009,SMDS,20-11-2009,2009-11-20,00:30:00,NÃO,,,Alagamento,2020 -07 -09,99,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
691,539.0,558.0,"R. JACOBE SCUISSIATTO, 249",FAZENDINHA,CURITIBA,Portao,18081/2009,SMDS,28-09-2009,2009-09-28,13:41:00,NÃO,NOME,"R. JACOB SCUISSIATTO, 249",Alagamento,2020 -07 -09,99,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
691,904.0,939.0,"R. JOÃO CAXAMBÚ, 111",FAZENDINHA,CURITIBA,Portao,09779/2017,SMDS,06-06-2017,2017-06-06,19:59:00,NÃO,,,Alagamento,2020 -07 -09,99,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
691,938.0,976.0,"R. VIRIATO CORREA, 858",FAZENDINHA,CURITIBA,Portao,07516/2010,SMDS,07-05-2010,2010-05-07,21:41:00,NÃO,,,Alagamento,2020 -07 -09,99,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
691,1266.0,1313.0,"R. ARNALDO THÁ, 1004",FAZENDINHA,CURITIBA,Portao,03412/2011,SMDS,14-02-2011,2011-02-14,21:30:00,NÃO,,,Alagamento,2020 -07 -09,99,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
691,1273.0,1320.0,"R. FERNANDO DE SOUZA COSTA, 1065",FAZENDINHA,CURITIBA,Portao,03406/2011,SMDS,14-02-2011,2011-02-14,21:02:00,NÃO,,,Alagamento,2020 -07 -09,99,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
691,1274.0,1321.0,"R. VEREADOR ELIAS KARAM, 1060",PORTÃO,CURITIBA,Portao,03404/2011,SMDS,14-02-2011,2011-02-14,20:58:00,NÃO,,,Alagamento,2020 -07 -09,99,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
691,1530.0,1586.0,"R. MARCOS BAGGIO, 50",FAZENDINHA,CURITIBA,Portao,02229/2011,SMDS,30-01-2011,2011-01-30,01:30:00,NÃO,,,Alagamento,2020 -07 -09,99,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
691,1936.0,1999.0,"R. ARTHUR MARTINS FRANCO, 3250",PORTÃO,CURITIBA,Portao,00102/2009,SMDS,03-01-2009,2009-01-03,17:07:00,NÃO,,,Alagamento,2020 -07 -09,99,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
691,1941.0,2004.0,"R. PINHEIRO MACHADO, 210",FAZENDINHA,CURITIBA,Portao,00097/2009,SMDS,02-01-2009,2009-01-02,16:51:00,NÃO,,,Alagamento,2020 -07 -09,99,88a804d955fffff,PORT?âO,"POLYGON ((-49.330664254074165 -25.487712659790265, -49.32651270719877 -25.4850043734324, -49.32737037525793 -25.48047297100619, -49.33237948915464 -25.478649943070643, -49.336530913691895 -25.48135831654607, -49.33567334667985 -25.48588963082912, -49.330664254074165 -25.487712659790265))"
692,1027.0,1069.0,"R. FERNANDO DE SOUZA COSTA, 155",FAZENDINHA,CURITIBA,Portao,06417/2010,SMDS,22-04-2010,2010-04-22,20:00:00,NÃO,,,Alagamento,2020 -05 -24,100,88a804d943fffff,PORT?âO,"POLYGON ((-49.32479732313674 -25.49406639170513, -49.320645654003386 -25.491358192447375, -49.32150339654261 -25.486827139278642, -49.32651270719877 -25.4850043734324, -49.330664254074165 -25.487712659790265, -49.329806612560645 -25.492243624883898, -49.32479732313674 -25.49406639170513))"
692,1788.0,1850.0,"R. JOÃO BETTEGA, 3350",CIDADE INDUSTRIAL,CURITIBA,CIC,00841/2015,SMS,14-01-2015,2015-01-14,01:00:00,NÃO,,,Alagamento,2020 -05 -24,100,88a804d943fffff,PORT?âO,"POLYGON ((-49.32479732313674 -25.49406639170513, -49.320645654003386 -25.491358192447375, -49.32150339654261 -25.486827139278642, -49.32651270719877 -25.4850043734324, -49.330664254074165 -25.487712659790265, -49.329806612560645 -25.492243624883898, -49.32479732313674 -25.49406639170513))"
693,1027.0,1069.0,"R. FERNANDO DE SOUZA COSTA, 155",FAZENDINHA,CURITIBA,Portao,06417/2010,SMDS,22-04-2010,2010-04-22,20:00:00,NÃO,,,Alagamento,2020 -03 -13,99,88a804d943fffff,PORT?âO,"POLYGON ((-49.32479732313674 -25.49406639170513, -49.320645654003386 -25.491358192447375, -49.32150339654261 -25.486827139278642, -49.32651270719877 -25.4850043734324, -49.330664254074165 -25.487712659790265, -49.329806612560645 -25.492243624883898, -49.32479732313674 -25.49406639170513))"
693,1788.0,1850.0,"R. JOÃO BETTEGA, 3350",CIDADE INDUSTRIAL,CURITIBA,CIC,00841/2015,SMS,14-01-2015,2015-01-14,01:00:00,NÃO,,,Alagamento,2020 -03 -13,99,88a804d943fffff,PORT?âO,"POLYGON ((-49.32479732313674 -25.49406639170513, -49.320645654003386 -25.491358192447375, -49.32150339654261 -25.486827139278642, -49.32651270719877 -25.4850043734324, -49.330664254074165 -25.487712659790265, -49.329806612560645 -25.492243624883898, -49.32479732313674 -25.49406639170513))"
694,205.0,209.0,"R. EDUARDO SPRADA, 1",CAMPO COMPRIDO,CURITIBA,Santa Felicidade,21888/2009,SMDS,20-11-2009,2009-11-20,01:00:00,NÃO,,,Alagamento,2020 -07 -02,99,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
694,297.0,302.0,"R. ÉRICO JOSÉ DE MIO, 21",CAMPINA DO SIQUEIRA,CURITIBA,Santa Felicidade,21762/2009,SMDS,20-11-2009,2009-11-20,01:20:00,NÃO,,,Alagamento,2020 -07 -02,99,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
694,490.0,504.0,"R. LUIZ MUGUEL FANCHIN, 14",SANTA FELICIDADE,CURITIBA,Santa Felicidade,18328/2010,SMDS,30-10-2010,2010-10-30,10:59:00,NÃO,,,Alagamento,2020 -07 -02,99,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
694,568.0,587.0,R. DOUTOR FRANCISCO ALEXANDRE GUEDES CHAGAS. 77,CAMPINA DO SIQUEIRA,CURITIBA,Santa Felicidade,17658/2009,SMDS,23-09-2009,2009-09-23,08:39:00,NÃO,,,Alagamento,2020 -07 -02,99,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
694,665.0,688.0,"R. CLODOMIRO AVELLEDA, 126",CAMPINA DO SIQUEIRA,CURITIBA,Santa Felicidade,16647/2009,SMDS,09-09-2009,2009-09-09,16:46:00,NÃO,,,Alagamento,2020 -07 -02,99,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
694,943.0,981.0,"Av. Nossa Sra. Aparecida, 1792",SEMINÁRIO,CURITIBA,Portao,07188/2009,SMDS,13-04-2009,2009-04-13,20:48:00,NÃO,NOME,"AV. NOSSA SENHORA APARECIDA, 1792",Alagamento,2020 -07 -02,99,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
694,1115.0,1158.0,"AV. NOSSA SENHORA APARECIDA, 1792",SEMINÁRIO,CURITIBA,Portao,05619/2009,SMDS,21-03-2009,2009-03-21,18:36:00,NÃO,,,Alagamento,2020 -07 -02,99,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
694,1281.0,1328.0,"R. OCTAVIO XAVIER RAUEN, 27",SEMINÁRIO,CURITIBA,Portao,03390/2011,SMDS,14-02-2011,2011-02-14,20:08:00,NÃO,,,Alagamento,2020 -07 -02,99,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
694,1293.0,1342.0,R. WATERLOO MARCHESINI. 14,SEMINÁRIO,CURITIBA,Portao,03375/2011,SMDS,14-02-2011,2011-02-14,19:21:00,NÃO,,,Alagamento,2020 -07 -02,99,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
694,1975.0,2038.0,"R. HENRIQUE JOSÉ SIKORSKI, 81",SEMINÁRIO,CURITIBA,Portao,00063/2009,SMDS,02-01-2009,2009-01-02,16:42:00,NÃO,,,Alagamento,2020 -07 -02,99,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
695,205.0,209.0,"R. EDUARDO SPRADA, 1",CAMPO COMPRIDO,CURITIBA,Santa Felicidade,21888/2009,SMDS,20-11-2009,2009-11-20,01:00:00,NÃO,,,Alagamento,2020 -03 -09,100,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
695,297.0,302.0,"R. ÉRICO JOSÉ DE MIO, 21",CAMPINA DO SIQUEIRA,CURITIBA,Santa Felicidade,21762/2009,SMDS,20-11-2009,2009-11-20,01:20:00,NÃO,,,Alagamento,2020 -03 -09,100,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
695,490.0,504.0,"R. LUIZ MUGUEL FANCHIN, 14",SANTA FELICIDADE,CURITIBA,Santa Felicidade,18328/2010,SMDS,30-10-2010,2010-10-30,10:59:00,NÃO,,,Alagamento,2020 -03 -09,100,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
695,568.0,587.0,R. DOUTOR FRANCISCO ALEXANDRE GUEDES CHAGAS. 77,CAMPINA DO SIQUEIRA,CURITIBA,Santa Felicidade,17658/2009,SMDS,23-09-2009,2009-09-23,08:39:00,NÃO,,,Alagamento,2020 -03 -09,100,88a804d937fffff,PORT?âO,"POLYGON ((-49.31419517857822 -25.45150546176616, -49.31004365846706 -25.44879498463637, -49.31090145916113 -25.44426139665836, -49.31591067900665 -25.442438373891026, -49.320062077026556 -25.445148938073036, -49.31920437730148 -25.449682437959833, -49.31419517857822 -25.45150546176616))"
